10.749024	10.874013	SED_5
15.623582	15.842312	SED_5
16.217278	16.373514	SED_5
17.248435	17.529659	SED_5
18.935782	19.06077	SED_5
19.873197	20.310657	SED_5
24.122811	24.435283	SED_5
24.560272	24.966485	SED_5
26.997551	27.403764	SED_5
32.340816	33.059501	SED_5
39.433922	39.652653	SED_5
43.496054	43.808526	SED_5
43.933514	45.495873	SED_5
47.526938	47.651927	SED_5
49.089297	49.245532	SED_5
55.463718	55.619954	SED_5
61.119455	61.275691	SED_5
66.900181	67.056417	SED_5
68.400045	68.712517	SED_5
69.743673	70.556099	SED_5
72.399682	72.524671	SED_5
73.399591	73.587074	SED_5
74.149523	74.618231	SED_5
74.899455	75.024444	SED_5
79.055328	79.336553	SED_5
85.710975	85.835963	SED_5
86.992108	87.148344	SED_5
87.710793	88.210748	SED_5
89.054421	89.523129	SED_5
89.710612	89.898095	SED_5
90.366802	91.116734	SED_5
91.366712	91.960408	SED_5
92.147891	92.272879	SED_5
92.366621	92.616598	SED_5
92.960317	93.179047	SED_5
93.460272	93.647755	SED_5
93.866485	93.991473	SED_5
95.24136	95.366349	SED_5
96.397505	96.584988	SED_5
98.303582	98.428571	SED_5
98.647301	99.116009	SED_5
106.834058	107.177777	SED_5
107.802721	107.927709	SED_5
108.021451	108.240181	SED_5
108.552653	108.771383	SED_5
108.958866	109.302585	SED_5
112.677278	113.552199	SED_5
114.458367	114.583356	SED_5
120.864036	121.082766	SED_5
126.957233	127.863401	SED_5
130.831882	131.050612	SED_5
133.394149	133.550385	SED_5
134.394058	134.831519	SED_5
136.487619	136.831337	SED_5
138.206213	138.331201	SED_5
145.830521	145.95551	SED_5
146.39297	146.517959	SED_5
149.955147	150.392607	SED_5
154.735963	154.860952	SED_5
154.985941	155.173424	SED_5
157.204489	157.329478	SED_5
158.07941	158.7356	SED_5
159.391791	159.548027	SED_5
160.547936	160.797913	SED_5
161.110385	161.235374	SED_5
161.329115	161.454104	SED_5
164.828798	165.047528	SED_5
173.421768	173.546757	SED_5
174.859138	174.984126	SED_5
176.546485	176.671473	SED_5
179.57746	179.733696	SED_5
186.108117	186.233106	SED_5
188.139183	188.38916	SED_5
190.014013	190.576462	SED_5
193.044988	193.169977	SED_5
193.544943	194.169886	SED_5
195.107301	195.763492	SED_5
196.357188	196.732154	SED_5
196.982131	197.232108	SED_5
199.950612	200.0756	SED_5
208.79356	208.918548	SED_5
213.168163	213.480634	SED_5
215.105487	215.94916	SED_5
217.417777	217.542766	SED_5
222.136099	222.323582	SED_5
225.10458	225.229569	SED_5
225.32331	225.54204	SED_5
226.166984	226.354467	SED_5
226.916916	227.385623	SED_5
227.604353	228.63551	SED_5
229.229206	229.416689	SED_5
234.69746	234.822448	SED_5
235.916099	236.041088	SED_5
236.228571	236.416054	SED_5
236.853514	237.040997	SED_5
