8.085000	15.128000	BIRDS
12.615000	13.022000	PERCUSSIVE
16.397000	21.288000	BIRDS
20.813000	21.288000	UNKNOWN
21.764000	22.217000	BIRDS
22.104000	45.476000	VEHICLE
32.816000	33.631000	COUGH
34.628000	35.239000	COUGH
52.564000	55.010000	WIND
53.051000	53.323000	FOOTSTEP
53.646000	53.816000	FOOTSTEP
55.276000	55.475000	FOOTSTEP
55.526000	55.690000	BIRDS
55.848000	56.052000	FOOTSTEP
56.001000	56.307000	WIND
56.380000	56.579000	FOOTSTEP
56.935000	57.320000	WIND
58.062000	58.424000	BIRDS
58.362000	59.109000	WIND
59.540000	60.989000	WIND
62.042000	62.603000	COUGH
62.603000	62.880000	UNKNOWN
66.130000	86.784000	VEHICLE
76.514000	76.888000	WIND
77.861000	78.309000	WIND
97.763000	97.842000	FOOTSTEP
98.057000	98.187000	WIND
98.097000	98.165000	FOOSTEP
98.289000	98.408182	FOOTSTEP
98.815833	98.901000	FOOTSTEP
100.045000	100.192000	FOOTSTEP
100.645000	102.614918	VEHICLE
101.172000	101.246000	FOOTSTEP
101.715000	101.970000	UNKNOWN
102.095000	102.265000	UNKNOWN
103.272000	103.396000	UNKNOWN
104.132000	117.607000	VEHICLE
104.982000	105.112000	BIRDS
105.542000	105.633000	FOOTSTEP
105.910000	106.023000	FOOTSTEP
106.080000	106.165000	CLICK
106.465000	106.556000	FOOTSTEP
106.935000	107.025000	FOOTSTEP
106.963000	107.229000	BIRDS
107.880000	107.965000	FOOTSTEP
108.333000	108.441000	FOOTSTEP
108.820000	108.905000	FOOTSTEP
109.205000	109.352000	FOOTSTEP
109.386000	109.511000	WIND
109.780000	109.825000	FOOTSTEP
110.254000	110.340000	FOOTSTEP
110.751000	110.798000	FOOTSTEP
111.215000	111.269000	FOOTSTEP
111.688000	111.739000	FOOTSTEP
112.154000	112.198000	FOOTSTEP
118.366000	118.451000	FOOTSTEP
119.125000	120.421000	WIND
119.408000	119.493000	FOOTSTEP
119.963000	120.059000	FOOTSTEP
120.019000	120.450000	BIRDS
120.512000	120.591000	FOOTSTEP
120.591000	120.857000	BIRDS
120.982000	121.220000	BIRDS
121.055000	121.152000	FOOTSTEP
121.322000	121.599000	BIRDS
121.599000	121.707000	FOOTSTEP
131.507000	131.909000	BIRDS
132.289000	133.217083	BIRDS
132.968000	133.279000	WIND
133.449000	133.710000	BIRDS
136.507000	137.107000	BIRDS
137.107000	137.418000	BRAKES
137.350000	138.007000	BIRDS
138.256000	138.709000	BIRDS
138.709000	139.145000	BRAKES
139.287000	139.462000	BIRDS
139.824000	139.989000	BIRDS
139.989000	140.436000	BRAKES
140.668000	140.810000	BIRDS
141.234000	141.608000	BRAKES
141.857028	142.078000	UNKNOWN
142.078000	142.304000	BIRDS
164.776000	166.429000	BIRDS
174.786000	177.006000	BIRDS
175.584520	176.881000	WIND
177.532000	177.985000	BIRDS
186.082000	186.461000	BIRDS
186.461000	187.033000	BICYCLE
186.540000	186.625000	PERCUSSIVE
186.920000	187.214000	BIRDS
197.490000	199.642000	BIRDS
197.858000	198.039000	UNKNOWN
198.232000	198.458000	UNKNOWN
198.594000	198.770000	UNKNOWN
